genome	Alert Level	#genes in repr. genome	probability	domain	phylum	class	order	family	genus	species
RS_GCF_003611735.1	0		0.0047210719748305	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__Corallococcus	s__Corallococcus sicarius
RS_GCF_003600865.1	0		0.0043283221219958	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__Corallococcus	s__Corallococcus sp003600865
RS_GCF_900109545.1	0		0.0039370416122838	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__Stigmatella	s__Stigmatella aurantiaca
RS_GCF_900111745.1	0		0.0034440118063274	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__Stigmatella	s__Stigmatella erecta
RS_GCF_000165485.1	0		0.0038355778391929	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__Stigmatella	s__Stigmatella aurantiaca_A
RS_GCF_000737315.1	0		0.0053187387981102	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__Hyalangium	s__Hyalangium minutum
RS_GCF_002305875.1	0		0.0049087305543424	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__Cystobacter	s__Cystobacter fuscus_A
RS_GCF_009659535.1	0		0.0033390758529073	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__Aggregicoccus	s__Aggregicoccus sp009659535
GB_GCA_003818285.1	0		0.0014763260986209	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__RPRB01	s__RPRB01 sp003818285
GB_GCA_003243425.1	0		0.0094452416733998	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__Archangium_A	s__Archangium_A gephyra_A
GB_GCA_903905455.1	0		0.0018685727502433	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__Archangium_A	s__Archangium_A sp903905455
GB_GCA_903911145.1	0		0.000689559632897	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__40CM-4-68-19	g__CAIWCD01	s__CAIWCD01 sp903911145
GB_GCA_005879315.1	0		0.0010850818902715	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__40CM-4-68-19	g__40CM-4-68-19	s__40CM-4-68-19 sp005879315
GB_GCA_005879535.1	0		0.0008863893569378	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__40CM-4-68-19	g__40CM-4-68-19	s__40CM-4-68-19 sp005879535
RS_GCF_006517175.1	0		0.0006879764409477	d__Bacteria	p__Myxococcota	c__Bradymonadia	o__Bradymonadales	f__Bradymonadaceae	g__Persicimonas	s__Persicimonas caeni
GB_GCA_903921785.1	0		0.0004901062283045	d__Bacteria	p__Myxococcota_A	c__UBA796	o__UBA796	f__SXON01	g__SXON01	s__SXON01 sp903921785
GB_GCA_903844155.1	0		9.86293535657777e-05	d__Bacteria	p__Myxococcota_A	c__UBA796	o__UBA796	f__SXON01	g__CAIUMM01	s__CAIUMM01 sp903844155
GB_GCA_003353845.1	0		0.0014788105065968	d__Bacteria	p__Myxococcota_A	c__UBA9160	o__UBA9160	f__GLO-12	g__GLO-12	s__GLO-12 sp003353845
GB_GCA_005879255.1	0		0.0004921869508719	d__Bacteria	p__Desulfobacterota_B	c__Binatia	o__UBA9968	f__UBA9968	g__DP-20	s__DP-20 sp005879255
GB_GCA_011329495.1	0		0.0001964658793545	d__Bacteria	p__Desulfobacterota_B	c__Binatia	o__UBA9968	f__UBA9968	g__DP-20	s__DP-20 sp011329495
GB_GCA_005888095.1	0		0.0004928986299259	d__Bacteria	p__Desulfobacterota_B	c__Binatia	o__UTPRO1	f__DP-6	g__DP-3	s__DP-3 sp005888095
GB_GCA_002479255.1	0		0.0001973239492609	d__Bacteria	p__Desulfobacterota_B	c__Binatia	o__Binatales	f__Binataceae	g__Binatus	s__Binatus soli
GB_GCA_003135135.1	0		0.0001973239492609	d__Bacteria	p__Desulfobacterota_B	c__Binatia	o__Binatales	f__Binataceae	g__Binatus	s__Binatus sp003135135
RS_GCF_000210915.2	0		0.0006883560653701	d__Bacteria	p__Bdellovibrionota	c__Bacteriovoracia	o__Bacteriovoracales	f__Bacteriovoracaceae	g__Halobacteriovorax	s__Halobacteriovorax marinus
RS_GCF_004006665.1	0		0.0007879005515122	d__Bacteria	p__Bdellovibrionota	c__Bacteriovoracia	o__Bacteriovoracales	f__Bacteriovoracaceae	g__Halobacteriovorax	s__Halobacteriovorax sp004006665
GB_GCA_002786715.1	0		0.0005894524689294	d__Bacteria	p__Bdellovibrionota	c__Bacteriovoracia	o__Bacteriovoracales	f__Bacteriovoracaceae	g__21-14-all-39-27	s__21-14-all-39-27 sp002786715
GB_GCA_001771815.1	0		0.000592592359032	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Pseudobdellovibrio	s__Pseudobdellovibrio sp001771815
GB_GCA_014376935.1	0		0.0003940349588237	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Pseudobdellovibrio	s__Pseudobdellovibrio sp014376935
RS_GCF_000348725.1	0		0.0011845783794442	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Pseudobdellovibrio	s__Pseudobdellovibrio exovorus
GB_GCA_004011035.1	0		0.0001968791898339	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Pseudobdellovibrio	s__Pseudobdellovibrio qaytius
GB_GCA_002256935.1	0		0.0002957292111518	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__UBA2316	s__UBA2316 sp002256935
GB_GCA_002345205.1	0		0.0004931513052108	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__UBA2316	s__UBA2316 sp002345205
RS_GCF_006874645.1	0		0.0017737981241929	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__Bdellovibrio sp006874645
RS_GCF_013752535.1	0		0.0017756175154371	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__Bdellovibrio sp013752535
RS_GCF_002209355.1	0		0.0012806226075763	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__Bdellovibrio sp002209355
RS_GCF_006874625.1	0		0.0004929146211968	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__Bdellovibrio sp006874625
RS_GCF_001592735.1	0		0.0004899061188974	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__Bdellovibrio bacteriovorus_D
RS_GCF_001592745.1	0		0.0013801496187179	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__Bdellovibrio bacteriovorus_B
RS_GCF_001592755.1	0		0.0012815564769294	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__Bdellovibrio bacteriovorus_E
GB_GCA_000786105.1	0		0.0019678454510454	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__Bdellovibrio sp000786105
RS_GCF_000196175.1	0		0.0010828603999095	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__Bdellovibrio bacteriovorus
RS_GCF_000317895.1	0		0.0011833832859797	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__Bdellovibrio bacteriovorus_F
RS_GCF_002208115.1	0		0.0012825653632478	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__Bdellovibrio bacteriovorus_C
RS_GCF_000525675.1	0		0.0023666581840787	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__Bdellovibrio bacteriovorus_A
GB_GCA_002381805.1	0		0.0017743895855636	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__Bdellovibrio sp002381805
GB_GCA_903926205.1	0		0.0001973216462376	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__CAIYID01	s__CAIYID01 sp903926205
GB_GCA_001464715.1	0		0.0005916967205011	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Ga0074137	s__Ga0074137 sp001464715
GB_GCA_002344785.1	0		0.0002960093191844	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__UBA2339	s__UBA2339 sp002344785
GB_GCA_002453155.1	0		0.0002947353789934	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__UBA6776	g__UBA6776	s__UBA6776 sp002453155
GB_GCA_007128005.1	0		0.0003928066241441	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__UBA6776	g__SKYF01	s__SKYF01 sp007128005
GB_GCA_903833275.1	0		0.0	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__UBA6776	g__RBG-16-40-8	s__RBG-16-40-8 sp903833275
GB_GCA_002321895.1	0		0.000493816675058	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__UBA1609	g__UBA1609	s__UBA1609 sp002321895
GB_GCA_002083485.1	0		9.92746949113516e-05	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__SG-bin7	g__SG-bin7	s__SG-bin7 sp002083485
GB_GCA_014584465.1	0		0.0004921405051428	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__SG-bin7	g__JACTMU01	s__JACTMU01 sp014584465
GB_GCA_002376845.1	0		0.0006897733773793	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__UBA840	g__UBA3535	s__UBA3535 sp002376845
GB_GCA_002436415.1	0		0.0009830124226966	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__UBA840	g__UBA6502	s__UBA6502 sp002436415
GB_GCA_002778785.1	0		0.0002952298341119	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__1-14-0-10-45-34	g__1-14-0-10-45-34	s__1-14-0-10-45-34 sp002778785
GB_GCA_001543005.1	0		0.0029407989749851	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Arenicellales	f__LS-SOB	g__LS-SOB	s__LS-SOB sp001543005
GB_GCA_011523765.1	0		0.0014712682174612	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Arenicellales	f__LS-SOB	g__WTGA01	s__WTGA01 sp011523765
GB_GCA_011088265.1	0		0.0036399673852243	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Arenicellales	f__LS-SOB	g__WLWV01	s__WLWV01 sp011088265
GB_GCA_009842505.1	0		0.0020616989019941	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Arenicellales	f__LS-SOB	g__VYFG01	s__VYFG01 sp009842505
GB_GCA_002327725.1	0		0.0013758789638962	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Arenicellales	f__UBA868	g__UBA868	s__UBA868 sp002327725
GB_GCA_002420425.1	0		0.0019576714022391	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Arenicellales	f__UBA5680	g__UBA5680	s__UBA5680 sp002420425
RS_GCF_003315245.1	0		0.0033434036554945	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Arenicellales	f__Arenicellaceae	g__Arenicella	s__Arenicella xantha
GB_GCA_014651515.1	0		0.0043162904724721							
GB_GCA_013002025.1	0		0.0022537573558364	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Arenicellales	f__Arenicellaceae	g__Arenicella	s__Arenicella sp013002025
GB_GCA_002470515.1	0		0.0076873086117459	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Arenicellales	f__Arenicellaceae	g__Arenicella	s__Arenicella sp002470515
GB_GCA_002897635.1	0		0.0080496513542216	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Arenicellales	f__BMS3Bbin11	g__BMS3Bbin11	s__BMS3Bbin11 sp002897635
GB_GCA_013150915.1	0		0.0073673265996578	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Arenicellales	f__BMS3Bbin11	g__BMS3Bbin11	s__BMS3Bbin11 sp013150915
GB_GCA_011052015.1	0		0.0049069956447056	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Arenicellales	f__HyVt-429	g__HyVt-429	s__HyVt-429 sp011052015
GB_GCA_013152415.1	0		0.002938395545977	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Arenicellales	f__HyVt-429	g__HyVt-429	s__HyVt-429 sp013152415
RS_GCF_003184265.1	0		0.0044249849708443	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Acidiferrobacterales	f__Acidiferrobacteraceae	g__Acidiferrobacter	s__Acidiferrobacter sp003184265
RS_GCF_003333315.1	0		0.0040318274731012	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Acidiferrobacterales	f__Acidiferrobacteraceae	g__Acidiferrobacter	s__Acidiferrobacter thiooxydans
RS_GCF_002355415.1	0		0.0005823679832221	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Acidiferrobacterales	f__Sulfurifustaceae	g__Sulfurifustis	s__Sulfurifustis variabilis
GB_GCA_004298065.1	0		0.0009833934342995	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Acidiferrobacterales	f__Sulfurifustaceae	g__SCRL01	s__SCRL01 sp004298065
RS_GCF_002355735.1	0		0.0009819035364855	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Acidiferrobacterales	f__Sulfurifustaceae	g__Sulfuricaulis	s__Sulfuricaulis limicola
RS_GCF_000265245.1	0		0.0089234426923539	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Halomonas	s__Halomonas smyrnensis
RS_GCF_007989465.1	0		0.0055943693400732	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Halomonas	s__Halomonas halophila
RS_GCF_004798905.1	0		0.0156083158269648	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Halomonas	s__Halomonas borealis
RS_GCF_014192055.1	0		0.0105249253557131	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Halomonas	s__Halomonas organivorans
RS_GCF_002549795.1	0		0.0039140742960797	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Halomonas	s__Halomonas beimenensis
RS_GCF_003966155.1	0		0.0058733799612083	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Halomonas	s__Halomonas nitroreducens
RS_GCF_014192275.1	0		0.0066529017839132	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Halomonas	s__Halomonas stenophila
RS_GCF_000196875.2	0		0.0070818814690181	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Halomonas	s__Halomonas elongata
RS_GCF_008274785.1	0		0.009225680743251	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Halomonas	s__Halomonas eurihalina
RS_GCF_001662305.1	0		0.0068663368650526	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Halomonas	s__Halomonas caseinilytica
RS_GCF_006540005.1	0		0.0164760176958755	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Halomonas	s__Halomonas halmophila
RS_GCF_001431725.1	0		0.0165934204664818	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Halomonas	s__Halomonas huangheensis
RS_GCF_900142755.1	0		0.0209195627054822	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Halomonas	s__Halomonas cupida
RS_GCF_008329985.1	0		0.0118881532464407							
RS_GCF_003045775.1	0		0.0092235427320406	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Halomonas	s__Halomonas litopenaei
RS_GCF_000425725.1	0		0.0377097820429195	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Halomonas	s__Halomonas halocynthiae
RS_GCF_014192215.1	0		0.0078607318227294	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Halomonas	s__Halomonas cerina
RS_GCF_003056305.1	0		0.0155368923615795	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Halomonas	s__Halomonas denitrificans
